ARTINUMMER;ORIG;BEZEICH;BEZEICH2;GROSSE;FARBE;PREISFAKT;EK;VK;VK2;VK3;VK4;VK5;VK6;VK7;VK8;VK9;VK10;LVKDAT;UVBVK;DEK;EKMENGE;LEK;LEKDAT;INVDATUM;INVBEW;LPAND;ETIKETT;WG;LR;MATCH;EAN;KEYNUM;FKEYNUM;FMENGE;LAGER;MIN;MINWIN;MAX;SPERRMAX;NACHMENGE;NACHWIN;REKLAMA;BESTMENGE;RABATTGR;TEILEART;MWSTSCH;GEWICHT;RESERV;RABATT;ANMERK1;ANMERK2;BESTELLT;ANLAGEDAT;VPGR;PRAMIE;KALKBASIS;KALKUL;SPERRE;RABPREIS;BESTANDJN;LIEFERBAR;AUTOBEST;AUSLAUF;ARCHIV;INTERNET;INETDBT;IRABATT;WEITERE;KOMMISSION;PAKETTEIL;GERAETJN;KDZWANGJN;HATBILDER;RABATTJN;TIMESTAMP;BILDNUM;EINHMENGE;EINHTYP;ZOLLTARIF;ORIGIN;SHOPWGR;IBEZEICH;IFARBE;MARKE;IPLATZ;EBAYKAT;EBAYKAT2;INETDBT2;EBAYSKAT;EBAYSKAT2;EBAYADBT;EBAYZUST;EBAYTNO;VATYP;ASIN;RETURNFLAG;PMP;HAZARD;BLOCK;TBLOCK;VKZ;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;VORJAHR;
90202-05123-00;;UNTERLEGSCHIBE;;;;0;0.32;0.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.12.12;0.54;0.30;6;0.30;17.03.12;  .  .  ;0.00;19.01.19;3;500;1;90202-05123-000;;5309;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;15.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;37307;0.00;JJ0NNNJNN;N;N;N;N;N;J;2012031710:02:59;0;0.00;;;;0;;;;0;;;37308;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-05147-00;;WASHER, PLATE (26H);;;;0;0.73;1.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.05.10;1.24;0.87;0;0.00;12.05.10;21.12.15;0.61;19.01.19;3;500;1;90202-05147-000;;2183;0;0;7;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;35229;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-05180-00;;WASHER, PLATE(1KT);;;;0;1.32;2.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.10.16;2.24;2.06;5;1.86;27.10.16;21.12.15;0.00;19.01.19;3;500;1;90202-05180-000;;2070;0;0;5;2;0;0;0;2;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;35230;0.00;J  NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-05187-00;;UNTERLEGSCHIBE;;;;0;0.32;0.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.07.18;0.54;0.31;105;0.31;20.07.18;21.12.15;0.00;19.01.19;3;500;1;90202-05187-000;;5106;0;0;5;2;0;0;0;5;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;15.02.12;;0.00;V;0.00;N;;J;J;J;;N;N;36460;0.00;JJ0NNJJNN 0;N;N;N;N;N;J;2016083108:13:05;0;0.00;;;;0;;;;0;;;36461;;;;;0;0;;;;;;;;0;0;0;0;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;
90202-05191-00;;UNTERLEGSCHIBE;;;;0;0.90;2.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01.08.05;1.54;1.13;0;0.00;23.07.05;21.12.15;0.23;19.01.19;3;500;1;90202-05191-000;;3439;0;0;7;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;35231;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-05X00-00;;UNTERLEGSCHIBE;;;;0;3.15;6.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.08.13;5.36;2.68;5;2.39;07.08.13;21.12.15;2.68;19.01.19;3;500;1;90202-05X00-000;;3582;0;0;634;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;35232;0.00;NN;;N;N;N;;;2013080707:48:28;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-06007-00;;UNTERLEGSCHIBE;;;;0;0.27;0.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.09.10;0.46;0.55;0;0.00;30.06.10;21.12.15;0.38;19.01.19;3;500;1;90202-06007-000;;3010;0;0;311;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;35233;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-06013-00;;UNTERLEGSCHIBE;;;;0;1.19;2.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.09.98;2.02;1.64;0;0.00;08.02.11;21.12.15;1.15;19.01.19;3;500;1;90202-06013-000;;2946;0;0;7;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;35234;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-06170-00;;UNTERLEGSCHEIBE;;;;0;1.46;3.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.11.16;2.48;1.45;20;1.45;25.03.17;21.12.15;0.00;19.01.19;3;500;1;90202-06170-000;;2638;0;0;7;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;35235;0.00;J  NN;;N;N;N;N;;2016111212:20:53;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-06X01-00;;UNTERLEGSCHIBE;;;;0;1.54;3.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.05.18;2.62;1.31;5;1.31;12.02.14;21.12.15;1.31;19.01.19;3;500;1;90202-06X01-000;;4560;0;0;7;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;27.09.10;;0.00;V;0.00;N;;J;J;J;N;N;N;35236;0.00;NN;;N;N;N;;;2014021209:32:38;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-10120-00;;WASHER, PLATE (5E3);;;;0;0.84;1.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.05.08;1.43;1.04;0;0.00;21.06.07;21.12.15;0.42;19.01.19;3;500;1;90202-10120-000;;2384;0;0;7;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;35237;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-11161-00;;UNTERLEGSCHIBE;;;;0;2.54;5.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;  .  .  ;4.32;0.00;0;0.00;  .  .  ;  .  .  ;0.00;19.01.19;3;500;1;90202-11161-000;;6421;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;29.06.12;;0.00;V;0.00;N;;J;J;J;;;N;41975;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012062912:07:18;0;0.00;;;;0;;;;0;;;41976;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-15804-00;;UNTERLEGSCHIBE;;;;0;0.76;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.05.08;1.30;0.93;0;0.00;14.05.08;21.12.15;0.56;19.01.19;3;500;1;90202-15804-000;;4251;0;0;7;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;08.05.08;;0.00;V;0.00;N;;J;J;J;N;;N;35238;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-15X00-00;;UNTERLEGSCHIBE;;;;0;0.38;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;05.07.18;0.64;0.36;10;0.36;05.07.18;  .  .  ;0.00;19.01.19;3;500;1;90202-15X00-000;;13333;0;0;1112;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;;;0;03.07.18;1;0.00;V;0.00;N;;J;J;J;;N;N;84240;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018070608:07:33;0;0.00;;;;0;;;;0;;;84241;;;;;0;0;;;;;;;;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-24190-00;;UNTERLEGSCHIBE;;;;0;2.32;4.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.06.13;3.94;1.74;3;1.74;28.05.13;  .  .  ;0.00;19.01.19;3;500;1;90202-24190-000;;5052;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.02.12;;0.00;V;0.00;N;;J;J;J;;N;N;36273;0.00;JJ0NNNJNN;N;N;N;N;N;J;2013061210:41:09;0;0.00;;;;0;;;;0;;;36274;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-26142-00;;UNTERLEGSCHIBE;;;;0;0.76;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;03.03.14;1.29;1.67;5;1.67;07.12.12;21.12.15;1.67;19.01.19;3;500;1;90202-26142-000;;5051;0;0;2541;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.02.12;;0.00;V;0.00;N;;J;J;J;;N;N;36271;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012120712:56:18;0;0.00;;;;0;;;;0;;;36272;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90202-26X00-00;;UNTERLEGSCHIBE;;;;0;0.22;0.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.03.17;0.37;0.17;10;0.17;18.06.14;21.12.15;0.17;19.01.19;3;500;1;90202-26X00-000;;9433;0;0;2544;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;;;0;13.06.14;;0.00;V;0.00;N;;J;J;J;;N;N;57439;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2014062012:06:11;0;0.00;;;;0;;;;0;;;57440;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
90202-30235-00;90202-30235-00;UNTERLEGSCHIBE;;;;0;3.02;6.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.07.16;5.13;2.50;1;2.50;23.07.16;  .  .  ;0.00;19.01.19;3;500;1;90202-30235-000;;11833;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;22.07.16;1;0.00;V;0.00;N;;J;J;J;;N;N;72910;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016072308:39:39;0;0.00;;;;0;;;;0;;;72911;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90206-06090-00;;WELLENSCHEIBE;;;;0;0.68;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.04.12;1.15;0.58;10;0.58;28.04.12;  .  .  ;0.00;19.01.19;3;500;1;90206-06090-000;;5766;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;26.04.12;;0.00;V;0.00;N;;J;J;J;;N;N;39265;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012042809:08:38;0;0.00;;;;0;;;;0;;;39266;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90206-17084-00;;WELLENSCHEIBE;;;;0;4.28;8.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.05.10;7.27;4.21;0;4.21;27.05.10;21.12.15;0.00;19.01.19;3;500;1;90206-17084-000;;2962;0;0;661;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;35239;0.00;NN;;N;N;N;N;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90206-18025-00;;WELLENSCHEIBE;;;;0;1.26;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.05.13;2.14;1.15;1;1.15;24.05.13;  .  .  ;0.00;19.01.19;3;500;1;90206-18025-000;;8040;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;21.05.13;;0.00;V;0.00;N;;J;J;J;;N;N;48930;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2013052407:46:12;0;0.00;;;;0;;;;0;;;48931;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90208-10012-00;;TELLERFEDER;;;;0;4.18;8.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01.06.17;7.10;3.99;9;3.99;01.06.17;  .  .  ;0.00;19.01.19;3;500;1;90208-10012-000;;5209;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;06.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;36864;0.00;JJ0NNNJNN;N;N;N;N;N;J;2016061007:49:34;0;0.00;;;;0;;;;0;;;36865;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
90208-12050-00;;TELLERFEDER;;;;0;3.94;8.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.03.12;6.70;3.17;1;3.17;24.03.12;  .  .  ;0.00;19.01.19;3;500;1;90208-12050-000;;5419;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;23.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;37740;0.00;JJ0NNNJNN;N;N;N;N;N;J;2012032409:16:41;0;0.00;;;;0;;;;0;;;37741;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90208-22002-00;;TELLERFEDER;;;;0;5.75;11.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.06.12;9.77;5.71;1;5.71;14.06.12;  .  .  ;0.00;19.01.19;3;500;1;90208-22002-000;;6222;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;12.06.12;;0.00;V;0.00;N;;J;J;J;;N;N;41253;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012061407:39:07;0;0.00;;;;0;;;;0;;;41254;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-06044-00;;WASHER, SPECIAL (447);;;;0;1.06;2.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.10.02;1.80;0.59;0;0.00;02.10.02;21.12.15;0.32;19.01.19;3;500;1;90209-06044-000;;2358;0;0;634;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;35240;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-06096-00;;SCHEIBE;;;;0;1.30;2.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.07.12;2.21;1.09;1;1.09;27.03.12;  .  .  ;0.00;19.01.19;3;500;1;90209-06096-000;;5317;0;0;6;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;16.03.12;;0.00;V;0.00;N;;J;J;J;;N;N;37345;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2012050216:42:26;0;0.00;;;;0;;;;0;;;37346;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-08249-00;90209-08249-00;SCHEIBE;;;;0;4.22;8.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.05.16;7.18;3.92;2;3.92;19.03.16;  .  .  ;0.00;19.01.19;3;500;1;90209-08249-000;;11397;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;;;0;17.03.16;1;0.00;V;0.00;N;;J;J;J;;N;N;69810;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016043010:22:47;0;0.00;;;;0;;;;0;;;69811;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-08295-00;;SCHEIBE;;;;0;3.72;7.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.04.18;6.33;3.67;1;3.67;07.04.18;21.12.15;0.00;19.01.19;3;500;1;90209-08295-000;;2459;0;0;634;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;35241;0.00;J  NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-14165-00;;SCHEIBE;;;;0;3.72;7.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.08.06;6.32;2.00;0;0.00;28.04.06;21.12.15;2.00;19.01.19;3;500;1;90209-14165-000;;3994;0;0;634;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;N;J;N;;N;35242;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-14800-00;;SCHEIBE;;;;0;0.76;1.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.10.18;1.30;0.74;1;0.74;29.09.18;  .  .  ;0.00;19.01.19;3;500;1;90209-14800-000;;13526;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;27.09.18;1;0.00;V;0.00;N;;J;J;J;;N;N;86018;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018092716:15:55;0;0.00;;;;0;;;;0;;;86019;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-18112-00;;SCHEIBE;;;;0;3.38;6.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.01.02;5.75;1.78;0;0.00;18.01.02;21.12.15;0.95;19.01.19;3;500;1;90209-18112-000;;3440;0;0;634;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;;N;35243;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-18135-00;;SCHEIBE;;;;0;2.40;5.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.05.14;4.08;1.94;3;1.94;02.05.14;21.12.15;1.94;19.01.19;3;500;1;90209-18135-000;;9218;0;0;625;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;;;0;29.04.14;;0.00;V;0.00;N;;J;J;J;;N;N;56186;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2014101712:13:12;0;0.00;;;;0;;;;0;;;56187;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-21332-00;;SCHEIBE;;;;0;4.40;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.01.18;7.49;4.28;1;4.28;13.01.18;  .  .  ;0.00;19.01.19;3;500;1;90209-21332-000;;12970;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;08.01.18;1;0.00;V;0.00;N;;J;J;J;;N;N;81147;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2018010813:27:23;0;0.00;;;;0;;;;0;;;81148;;;;;0;0;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-21X00-00;;SCHEIBE;;;;0;0.42;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;09.12.08;0.71;0.24;0;0.00;03.12.08;21.12.15;0.30;19.01.19;3;500;1;90209-21X00-000;;4363;0;0;634;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;25.11.08;;0.00;V;0.00;N;;J;J;J;N;;N;35244;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-22248-00;;SCHEIBE;;;;0;3.76;7.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.04.14;6.39;3.05;16;3.05;28.05.13;11.12.14;3.05;19.01.19;3;500;1;90209-22248-000;;5869;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;Automatisch aufgenommen;;0;08.05.12;;0.00;V;0.00;N;;J;J;J;;N;N;39740;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2014041014:47:54;0;0.00;;;;0;;;;0;;;39741;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90209-25342-00;90209-25342-00;SCHEIBE;;;;0;4.22;8.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.08.16;7.18;3.51;2;3.51;10.06.16;  .  .  ;0.00;19.01.19;3;500;1;90209-25342-000;;11677;0;0;;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;06.06.16;1;0.00;V;0.00;N;;J;J;J;;N;N;71884;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2016061007:49:35;0;0.00;;;;0;;;;0;;;71885;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90210-08002-00;;DICHTSCHEIBE;;;;0;1.06;2.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.01.14;1.80;0.85;6;0.85;28.01.14;21.12.12;0.00;19.01.19;3;500;1;90210-08002-000;;2680;0;0;635;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;35245;0.00;NN;;N;N;N;;;2014012811:11:17;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90214-13055-00;;KLAUENSCHEIBE;;;;0;3.24;6.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.07.17;5.51;3.09;6;3.09;27.07.17;  .  .  ;0.00;19.01.19;3;500;1;90214-13055-000;;6602;0;0;;0;0;0;0;0;0;0;0;C;CP;1;0.00;0.00;0;;;0;17.07.12;;0.00;V;0.00;N;;J;J;J;;N;N;42595;0.00;JJ0NNNJNN 0;N;N;N;N;N;J;2016061007:49:35;0;0.00;;;;0;;;;0;;;42596;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
90215-08160-00;902150816000;SICHERUNGSSCHEIBE;;;;0;2.32;4.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.06.15;3.94;1.88;7;1.88;03.06.15;21.12.15;1.88;19.01.19;3;500;1;90215-08160-000;;10616;0;0;1121;0;0;0;0;1;0;0;0;C;CP;1;0.00;0.00;0;;;0;21.05.15;;0.00;V;0.00;N;;J;J;J;;N;N;64948;0.00;JJ0NNNJNN 0N;N;N;N;N;N;J;2015060308:21:33;0;0.00;;;;0;;;;0;;;64949;;;;;0;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90215-10284-00;;SICHERUNGSSCHEIBE;;;;0;4.63;9.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.04.18;7.88;5.49;0;0.00;06.09.11;21.12.15;3.84;19.01.19;3;500;1;90215-10284-000;;2813;0;0;2571;0;0;0;0;0;0;0;1;C;CP;1;0.00;0.00;0;;;0;17.01.12;;0.00;V;0.00;N;;J;J;J;N;N;N;35246;0.00;NN;;N;N;N;;;;0;0.00;;;;0;;;;0;;;;;;;;0;0;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
